"dateid01","div","price"
5/1/1967,3.0306,6.4941
6/1/1967,3.0277,6.4784
7/1/1967,3.0267,6.4926
8/1/1967,3.0263,6.5054
9/1/1967,3.0253,6.5163
10/1/1967,3.0224,6.5117
11/1/1967,3.0194,6.4769
12/1/1967,3.0165,6.502
1/1/1968,3.0141,6.4934
2/1/1968,3.0146,6.4443
3/1/1968,3.015,6.4229
4/1/1968,3.0165,6.4913
5/1/1968,3.0185,6.5111
6/1/1968,3.017,6.5318
7/1/1968,3.0155,6.5241
8/1/1968,3.017,6.4992
9/1/1968,3.019,6.5283
10/1/1968,3.0175,6.547
11/1/1968,3.019,6.5595
12/1/1968,3.0204,6.567
1/1/1969,3.0209,6.521
2/1/1969,3.0185,6.5105
3/1/1969,3.0136,6.4803
4/1/1969,3.0111,6.4947
5/1/1969,3.0116,6.524
6/1/1969,3.0096,6.4649
7/1/1969,3.0062,6.4137
8/1/1969,3.0027,6.4027
9/1/1969,3.0022,6.4035
10/1/1969,2.9977,6.4088
11/1/1969,2.9937,6.4106
12/1/1969,2.9892,6.3508
1/1/1970,2.9877,6.3394
2/1/1970,2.9837,6.2986
3/1/1970,2.9791,6.3103
4/1/1970,2.9725,6.2715
5/1/1970,2.9709,6.1467
6/1/1970,2.9668,6.1353
7/1/1970,2.9627,6.1319
8/1/1970,2.9637,6.1605
9/1/1970,2.9596,6.2135
10/1/1970,2.9497,6.2299
11/1/1970,2.9392,6.2237
12/1/1970,2.9285,6.2849
1/1/1971,2.9258,6.3224
2/1/1971,2.9199,6.3579
3/1/1971,2.914,6.3807
4/1/1971,2.9107,6.4118
5/1/1971,2.9047,6.3931
6/1/1971,2.8959,6.367
7/1/1971,2.8926,6.3573
8/1/1971,2.8893,6.3369
9/1/1971,2.8881,6.3589
10/1/1971,2.8831,6.335
11/1/1971,2.8809,6.2875
12/1/1971,2.8741,6.3492
1/1/1972,2.8741,6.3901
2/1/1972,2.869,6.4034
3/1/1972,2.8668,6.4245
4/1/1972,2.8645,6.4322
5/1/1972,2.8622,6.4197
6/1/1972,2.8593,6.42
7/1/1972,2.8559,6.4078
8/1/1972,2.8547,6.4403
9/1/1972,2.853,6.4234
10/1/1972,2.8559,6.4205
11/1/1972,2.8611,6.4671
12/1/1972,2.8662,6.4854
1/1/1973,2.8662,6.4906
2/1/1973,2.8611,6.4475
3/1/1973,2.8542,6.4223
4/1/1973,2.8524,6.3966
5/1/1973,2.8507,6.3612
6/1/1973,2.849,6.3318
7/1/1973,2.8519,6.339
8/1/1973,2.8391,6.302
9/1/1973,2.842,6.317
10/1/1973,2.8443,6.3472
11/1/1973,2.849,6.2669
12/1/1973,2.8536,6.187
1/1/1974,2.8507,6.1923
2/1/1974,2.8437,6.1515
3/1/1974,2.8367,6.1806
4/1/1974,2.8385,6.124
5/1/1974,2.832,6.0809
6/1/1974,2.8291,6.0741
7/1/1974,2.8297,5.9418
8/1/1974,2.8261,5.8875
9/1/1974,2.8226,5.7657
10/1/1974,2.8136,5.7751
11/1/1974,2.807,5.7999
12/1/1974,2.8003,5.7248
1/1/1975,2.8028,5.7997
2/1/1975,2.8015,5.8909
3/1/1975,2.804,5.932
4/1/1975,2.804,5.9394
5/1/1975,2.8015,5.9953
6/1/1975,2.7979,6.013
7/1/1975,2.7869,6.0028
8/1/1975,2.785,5.9249
9/1/1975,2.7794,5.9072
10/1/1975,2.7713,5.9467
11/1/1975,2.7613,5.9562
12/1/1975,2.7549,5.9373
1/1/1976,2.7543,6.0235
2/1/1976,2.7511,6.0578
3/1/1976,2.7505,6.061
4/1/1976,2.753,6.0653
5/1/1976,2.7524,6.0513
6/1/1976,2.753,6.0519
7/1/1976,2.7562,6.0699
8/1/1976,2.7587,6.056
9/1/1976,2.7632,6.0736
10/1/1976,2.7751,6.0337
11/1/1976,2.7899,6.0251
12/1/1976,2.8034,6.0556
1/1/1977,2.8094,6.0418
2/1/1977,2.8106,6.0043
3/1/1977,2.8154,5.9936
4/1/1977,2.8202,5.9697
5/1/1977,2.8285,5.9618
6/1/1977,2.835,5.9605
7/1/1977,2.8408,5.9647
8/1/1977,2.8478,5.9367
9/1/1977,2.8553,5.9177
10/1/1977,2.8645,5.8883
11/1/1977,2.8719,5.8892
12/1/1977,2.8809,5.8811
1/1/1978,2.8837,5.8358
2/1/1978,2.8865,5.8153
3/1/1978,2.8876,5.8056
4/1/1978,2.8876,5.8406
5/1/1978,2.8854,5.8807
6/1/1978,2.882,5.8725
7/1/1978,2.882,5.86
8/1/1978,2.8848,5.9222
9/1/1978,2.8848,5.9146
10/1/1978,2.8792,5.8734
11/1/1978,2.8781,5.8086
12/1/1978,2.8769,5.8188
1/1/1979,2.8764,5.8468
2/1/1979,2.873,5.8202
3/1/1979,2.8713,5.8289
4/1/1979,2.869,5.8374
5/1/1979,2.8651,5.8012
6/1/1979,2.8628,5.8096
7/1/1979,2.8622,5.8084
8/1/1979,2.8633,5.8436
9/1/1979,2.8628,5.844
10/1/1979,2.8633,5.7975
11/1/1979,2.8622,5.7805
12/1/1979,2.8599,5.8088
1/1/1980,2.8547,5.8229
2/1/1980,2.8495,5.8478
3/1/1980,2.8432,5.7362
4/1/1980,2.8397,5.7087
5/1/1980,2.8379,5.7435
6/1/1980,2.835,5.7947
7/1/1980,2.842,5.839
8/1/1980,2.842,5.8622
9/1/1980,2.8408,5.8778
10/1/1980,2.8362,5.8972
11/1/1980,2.8332,5.9304
12/1/1980,2.8285,5.9047
1/1/1981,2.8273,5.8929
2/1/1981,2.8232,5.8474
3/1/1981,2.8226,5.8773
4/1/1981,2.822,5.8795
5/1/1981,2.8196,5.8514
6/1/1981,2.8166,5.847
7/1/1981,2.8124,5.8116
8/1/1981,2.8118,5.8078
9/1/1981,2.8088,5.7069
10/1/1981,2.8118,5.7174
11/1/1981,2.8142,5.7397
12/1/1981,2.8166,5.7438
1/1/1982,2.8178,5.6867
2/1/1982,2.8196,5.6593
3/1/1982,2.8249,5.6275
4/1/1982,2.8249,5.6718
5/1/1982,2.8202,5.6632
6/1/1982,2.8118,5.5915
7/1/1982,2.8088,5.5836
8/1/1982,2.8088,5.5842
9/1/1982,2.8088,5.6918
10/1/1982,2.8064,5.7695
11/1/1982,2.8094,5.8114
12/1/1982,2.8148,5.8249
1/1/1983,2.8148,5.8574
2/1/1983,2.8154,5.8736
3/1/1983,2.8172,5.9077
4/1/1983,2.8118,5.938
5/1/1983,2.807,5.9717
6/1/1983,2.8058,5.9827
7/1/1983,2.8046,5.9822
8/1/1983,2.8046,5.9513
9/1/1983,2.8021,5.9755
10/1/1983,2.8034,5.9755
11/1/1983,2.8058,5.9585
12/1/1983,2.8088,5.9526
1/1/1984,2.8076,5.9588
2/1/1984,2.8064,5.8977
3/1/1984,2.8088,5.8964
4/1/1984,2.81,5.8928
5/1/1984,2.813,5.8835
6/1/1984,2.816,5.858
7/1/1984,2.8154,5.841
8/1/1984,2.8148,5.9215
9/1/1984,2.813,5.9271
10/1/1984,2.8172,5.9163
11/1/1984,2.8238,5.9254
12/1/1984,2.8303,5.9145
1/1/1985,2.8344,5.9549
2/1/1985,2.8356,6.0029
3/1/1985,2.8373,5.9908
4/1/1985,2.8362,5.9928
5/1/1985,2.8356,6.0126
6/1/1985,2.8362,6.0312
7/1/1985,2.8391,6.0482
8/1/1985,2.8414,6.0243
9/1/1985,2.8426,5.999
10/1/1985,2.8414,6.0066
11/1/1985,2.8414,6.0628
12/1/1985,2.8414,6.1085
1/1/1986,2.8437,6.1101
2/1/1986,2.8513,6.1652
3/1/1986,2.8611,6.2269
4/1/1986,2.8662,6.253
5/1/1986,2.8668,6.2524
6/1/1986,2.8645,6.275
7/1/1986,2.8696,6.254
8/1/1986,2.873,6.2719
9/1/1986,2.8741,6.2397
10/1/1986,2.8753,6.235
11/1/1986,2.8764,6.266
12/1/1986,2.8775,6.2793
1/1/1987,2.8736,6.3349
2/1/1987,2.8724,6.3915
3/1/1987,2.8702,6.4275
4/1/1987,2.8719,6.4112
5/1/1987,2.8753,6.4069
6/1/1987,2.8792,6.4451
7/1/1987,2.882,6.4709
8/1/1987,2.882,6.526
9/1/1987,2.882,6.4877
10/1/1987,2.8854,6.3564
11/1/1987,2.8904,6.2213
12/1/1987,2.8959,6.2048
1/1/1988,2.8987,6.2409
2/1/1988,2.9014,6.2682
3/1/1988,2.902,6.2929
4/1/1988,2.9074,6.276
5/1/1988,2.9145,6.2475
6/1/1988,2.9199,6.2987
7/1/1988,2.9242,6.2886
8/1/1988,2.928,6.2641
9/1/1988,2.9296,6.2736
10/1/1988,2.936,6.3047
11/1/1988,2.9444,6.2805
12/1/1988,2.9518,6.299
1/1/1989,2.9554,6.3257
2/1/1989,2.9601,6.3513
3/1/1989,2.9627,6.3411
4/1/1989,2.9668,6.3668
5/1/1989,2.9714,6.3988
6/1/1989,2.9796,6.4272
7/1/1989,2.9892,6.4497
8/1/1989,2.9992,6.4915
9/1/1989,3.0077,6.4903
10/1/1989,3.0146,6.4858
11/1/1989,3.0238,6.4625
12/1/1989,3.034,6.4853
1/1/1990,3.0316,6.4499
2/1/1990,3.035,6.4168
3/1/1990,3.0374,6.4353
4/1/1990,3.0464,6.433
5/1/1990,3.054,6.4657
6/1/1990,3.0587,6.4888
7/1/1990,3.0596,6.484
8/1/1990,3.0554,6.39
9/1/1990,3.0516,6.3342
10/1/1990,3.0531,6.3016
11/1/1990,3.0582,6.3256
12/1/1990,3.0653,6.3674
1/1/1991,3.0596,6.3514
2/1/1991,3.0587,6.457
3/1/1991,3.0578,6.4828
4/1/1991,3.0573,6.501
5/1/1991,3.0554,6.4936
6/1/1991,3.0531,6.4914
7/1/1991,3.0554,6.4951
8/1/1991,3.0559,6.516
9/1/1991,3.0549,6.5059
10/1/1991,3.0512,6.5036
11/1/1991,3.0464,6.4983
12/1/1991,3.0431,6.5042
1/1/1992,3.045,6.5713
2/1/1992,3.045,6.5592
3/1/1992,3.0431,6.5415
4/1/1992,3.0417,6.5402
5/1/1992,3.0402,6.5567
6/1/1992,3.0364,6.5373
7/1/1992,3.0364,6.5516
8/1/1992,3.0354,6.5557
9/1/1992,3.0345,6.5542
10/1/1992,3.0306,6.5362
11/1/1992,3.0292,6.5596
12/1/1992,3.0292,6.5901
1/1/1993,3.0272,6.5843
2/1/1993,3.0263,6.5955
3/1/1993,3.0253,6.611
4/1/1993,3.0238,6.5924
5/1/1993,3.0233,6.5958
6/1/1993,3.0233,6.6008
7/1/1993,3.0233,6.599
8/1/1993,3.0204,6.6114
9/1/1993,3.0185,6.6206
10/1/1993,3.016,6.6265
11/1/1993,3.0165,6.6237
12/1/1993,3.0185,6.6303
1/1/1994,3.019,6.6425
2/1/1994,3.019,6.6361
3/1/1994,3.019,6.6161
4/1/1994,3.0209,6.5783
5/1/1994,3.0238,6.5858
6/1/1994,3.0238,6.5911
7/1/1994,3.0233,6.5809
8/1/1994,3.0219,6.6049
9/1/1994,3.0214,6.608
10/1/1994,3.0272,6.6006
11/1/1994,3.0321,6.5932
12/1/1994,3.0383,6.5805
1/1/1995,3.0345,6.5984
2/1/1995,3.0306,6.6296
3/1/1995,3.0272,6.6493
4/1/1995,3.0287,6.6755
5/1/1995,3.0316,6.7044
6/1/1995,3.0345,6.7316
7/1/1995,3.0393,6.7645
8/1/1995,3.0421,6.765
9/1/1995,3.0455,6.7976
10/1/1995,3.0474,6.8015
11/1/1995,3.0531,6.8235
12/1/1995,3.0587,6.8556
1/1/1996,3.0601,6.8496
2/1/1996,3.0643,6.9019
3/1/1996,3.0667,6.8929
4/1/1996,3.0667,6.8893
5/1/1996,3.069,6.9088
6/1/1996,3.0722,6.9191
7/1/1996,3.0796,6.88
8/1/1996,3.0865,6.9066
9/1/1996,3.0924,6.9216
10/1/1996,3.0947,6.9571
11/1/1996,3.0978,7.0028
12/1/1996,3.1032,7.0131
1/1/1997,3.1037,7.0404
2/1/1997,3.1041,7.0783
3/1/1997,3.1055,7.068
4/1/1997,3.1064,7.0305
5/1/1997,3.1091,7.1178
6/1/1997,3.11,7.1671
7/1/1997,3.1126,7.2202
8/1/1997,3.1144,7.2205
9/1/1997,3.1157,7.2285
10/1/1997,3.1166,7.241
11/1/1997,3.121,7.2286
12/1/1997,3.1259,7.2546
1/1/1998,3.1272,7.2537
2/1/1998,3.1285,7.3127
3/1/1998,3.1303,7.3614
4/1/1998,3.1346,7.3918
5/1/1998,3.139,7.3866
6/1/1998,3.1442,7.3853
7/1/1998,3.1472,7.4267
8/1/1998,3.1502,7.3519
9/1/1998,3.1527,7.2992
10/1/1998,3.1515,7.3083
11/1/1998,3.1527,7.4112
12/1/1998,3.154,7.4509
1/1/1999,3.157,7.4966
2/1/1999,3.1608,7.4937
3/1/1999,3.1629,7.5184
4/1/1999,3.1506,7.5517
5/1/1999,3.1459,7.5497
6/1/1999,3.1407,7.5425
7/1/1999,3.1429,7.5828
8/1/1999,3.1459,7.5409
9/1/1999,3.1459,7.5291
10/1/1999,3.1446,7.5134
11/1/1999,3.1446,7.5804
12/1/1999,3.145,7.6072
1/1/2000,3.1476,7.602
2/1/2000,3.1472,7.57
3/1/2000,3.1446,7.5995
4/1/2000,3.1429,7.6121
5/1/2000,3.1403,7.5812
6/1/2000,3.1342,7.6061
7/1/2000,3.1246,7.6113
8/1/2000,3.1171,7.6198
9/1/2000,3.1046,7.6028
10/1/2000,3.1014,7.5465
11/1/2000,3.0996,7.5372
12/1/2000,3.0987,7.503
1/1/2001,3.086,7.5002
2/1/2001,3.0759,7.4736
3/1/2001,3.0676,7.375
4/1/2001,3.0578,7.3744
5/1/2001,3.0474,7.4354
6/1/2001,3.0397,7.4085
7/1/2001,3.0436,7.3832
8/1/2001,3.0445,7.3614
9/1/2001,3.0412,7.2364
10/1/2001,3.0445,7.2699
11/1/2001,3.0464,7.3197
12/1/2001,3.0502,7.3371
1/1/2002,3.0479,7.3307
2/1/2002,3.0436,7.2914
3/1/2002,3.0378,7.333
4/1/2002,3.0383,7.2904
5/1/2002,3.045,7.2606
6/1/2002,3.0507,7.1977
7/1/2002,3.0445,7.0813
8/1/2002,3.0359,7.0878
9/1/2002,3.0292,7.0359
10/1/2002,3.0335,7.0189
11/1/2002,3.0393,7.0816
12/1/2002,3.0474,7.072
1/1/2003,3.0459,7.0638
2/1/2003,3.0417,6.9882
3/1/2003,3.0388,6.9937
4/1/2003,3.0397,7.0458
5/1/2003,3.0402,7.0978
6/1/2003,3.0383,7.1508
7/1/2003,3.0459,7.1543
8/1/2003,3.0507,7.1475
9/1/2003,3.0559,7.174
10/1/2003,3.0727,7.1938
11/1/2003,3.091,7.2072
12/1/2003,3.1077,7.2372
1/1/2004,3.1148,7.2792
2/1/2004,3.1215,7.2833
3/1/2004,3.1268,7.2598
4/1/2004,3.1342,7.2649
5/1/2004,3.139,7.2317
6/1/2004,3.1463,7.2554
7/1/2004,3.1579,7.2329
8/1/2004,3.1672,7.217
9/1/2004,3.1747,7.2409
10/1/2004,3.1743,7.2353
11/1/2004,3.1785,7.28
12/1/2004,3.1872,7.3092
1/1/2005,3.1987,7.2922
2/1/2005,3.206,7.3017
3/1/2005,3.2112,7.29
4/1/2005,3.2161,7.2575
5/1/2005,3.2284,7.2703
6/1/2005,3.2391,7.2899
7/1/2005,3.2434,7.3018
8/1/2005,3.2469,7.2984
9/1/2005,3.2434,7.2876
10/1/2005,3.2527,7.2575
11/1/2005,3.2718,7.3029
12/1/2005,3.2873,7.3267
1/1/2006,3.288,7.3323
2/1/2006,3.2947,7.3286
3/1/2006,3.2973,7.3364
4/1/2006,3.2984,7.3344
5/1/2006,3.3028,7.3201
6/1/2006,3.3102,7.2891
7/1/2006,3.3164,7.2918
8/1/2006,3.324,7.311
9/1/2006,3.3379,7.3394
10/1/2006,3.3541,7.3789
11/1/2006,3.3663,7.3987
12/1/2006,3.3752,7.417
1/1/2007,3.3803,7.4194
2/1/2007,3.383,7.4285
3/1/2007,3.382,7.3929
4/1/2007,3.3844,7.4259
5/1/2007,3.3871,7.4517
6/1/2007,3.3938,7.4518
7/1/2007,3.4042,7.4564
8/1/2007,3.4161,7.4138
9/1/2007,3.4233,7.4398
10/1/2007,3.4304,7.4657
11/1/2007,3.4337,7.409
12/1/2007,3.4436,7.4204
1/1/2008,3.4455,7.3451
2/1/2008,3.4494,7.3247
3/1/2008,3.4474,7.2877
4/1/2008,3.4462,7.3215
5/1/2008,3.4427,7.3367
6/1/2008,3.4375,7.2816
7/1/2008,3.4337,7.2117
8/1/2008,3.4395,7.2347
9/1/2008,3.4423,7.1844
10/1/2008,3.4471,6.9666
11/1/2008,3.4614,6.8932
12/1/2008,3.4664,6.8974
1/1/2009,3.4484,6.8793
2/1/2009,3.4298,6.8021
3/1/2009,3.4135,6.738
4/1/2009,3.3905,6.8491
5/1/2009,3.3666,6.9082
6/1/2009,3.3368,6.9256
7/1/2009,3.316,6.9376
8/1/2009,3.291,7.0113
9/1/2009,3.2673,7.0446
10/1/2009,3.2453,7.0655
11/1/2009,3.2229,7.0838
12/1/2009,3.2027,7.1058
1/1/2010,3.1921,7.1142
2/1/2010,3.1843,7.0829
3/1/2010,3.1726,7.1349
4/1/2010,3.1726,7.1717
5/1/2010,3.1739,7.1087
6/1/2010,3.1768,7.0719
7/1/2010,3.1814,7.0684
8/1/2010,3.1851,7.0739
9/1/2010,3.1892,7.1049
10/1/2010,3.1934,7.1468
11/1/2010,3.1987,7.1694
12/1/2010,3.2023,7.2026
1/1/2011,3.2076,7.2304
2/1/2011,3.2129,7.2551
3/1/2011,3.2133,7.2327
4/1/2011,3.2197,7.2468
5/1/2011,3.2276,7.2472
6/1/2011,3.2414,7.2094
7/1/2011,3.2519,7.2375
8/1/2011,3.2604,7.1232
9/1/2011,3.2699,7.112
10/1/2011,3.2884,7.1421
11/1/2011,3.3054,7.1587
12/1/2011,3.324,7.1749
1/1/2012,3.3311,7.2155
2/1/2012,3.3379,7.2503
3/1/2012,3.3418,7.2695
4/1/2012,3.3506,7.2645
5/1/2012,3.3631,7.2325
6/1/2012,3.3762,7.2206
7/1/2012,3.3925,7.2493
8/1/2012,3.4019,7.2754
9/1/2012,3.4118,7.299
10/1/2012,3.4304,7.2955
11/1/2012,3.4535,7.2697
12/1/2012,3.4741,7.2921
1/1/2013,3.4803,7.3292
2/1/2013,3.4812,7.3424
3/1/2013,3.4874,7.3649
4/1/2013,3.5004,7.3787
5/1/2013,3.5106,7.42
6/1/2013,3.5199,7.4046
7/1/2013,3.5308,7.4346
8/1/2013,3.5407,7.4343
9/1/2013,3.5505,7.4433
10/1/2013,3.5588,7.4651
11/1/2013,3.5664,7.5034
12/1/2013,3.5723,7.517
1/1/2014,3.5802,7.5213
2/1/2014,3.5882,7.5147
3/1/2014,3.5932,7.5336
4/1/2014,3.6006,7.5307
5/1/2014,3.6074,7.5408
6/1/2014,3.6158,7.5688
7/1/2014,3.6262,7.5825
8/1/2014,3.6376,7.5782
9/1/2014,3.6465,7.5935
10/1/2014,3.6571,7.5676
11/1/2014,3.6707,7.6269
12/1/2014,3.6844,7.6373
1/1/2015,3.7006,7.6292
2/1/2015,3.7077,7.6512
3/1/2015,3.7131,7.6442
4/1/2015,3.7184,7.6493
5/1/2015,3.7209,7.6523
6/1/2015,3.725,7.6428
7/1/2015,3.731,7.6403
8/1/2015,3.7386,7.6155
9/1/2015,3.7462,7.5691
