"id","schid","aide","black","boy","freelunch","mathscore","readscore","regular","schrural","schurban","small","tchexper","tchid","tchmasters","tchwhite"
15607,162184,0,0,0,0,468,436,1,1,0,0,4,16218401,0,1
15616,234628,0,0,0,0,484,419,1,1,0,0,8,23462805,0,1
14230,162184,1,0,0,1,418,390,0,1,0,0,5,16218402,1,1
18900,244746,0,1,0,1,506,433,1,0,1,0,5,24474602,0,1
15125,203452,0,0,0,0,468,451,1,1,0,0,11,20345202,0,1
13554,244728,1,1,0,0,454,410,0,0,1,0,6,24472802,0,0
21217,162184,0,0,0,1,473,403,0,1,0,1,6,16218403,1,1
11927,262937,0,0,1,0,602,497,0,0,0,1,18,26293703,1,1
10433,162184,0,0,1,1,459,398,0,1,0,1,6,16218403,1,1
13725,244755,0,1,1,1,528,440,1,0,1,0,24,24475505,0,0
17433,169219,0,0,1,0,536,463,1,0,0,0,12,16921902,1,1
13494,244736,0,1,1,1,513,424,0,0,1,1,6,24473603,0,1
12425,193422,0,0,1,0,536,467,1,1,0,0,11,19342203,0,1
18640,244776,0,1,1,1,459,413,1,0,1,0,7,24477607,1,1
17064,234628,1,0,0,0,494,458,0,1,0,0,20,23462802,1,1
18735,221571,0,0,0,1,444,430,0,1,0,1,3,22157102,0,1
15911,193422,0,0,1,1,439,416,1,1,0,0,11,19342203,0,1
13026,257899,0,0,1,0,429,405,0,1,0,1,13,25789902,1,1
14462,128079,0,0,0,1,423,400,1,1,0,0,8,12807901,0,1
15144,205490,1,1,1,1,449,407,0,0,1,0,11,20549002,0,1
13597,244727,1,1,0,1,478,443,0,0,0,0,1,24472704,0,0
17528,244723,1,1,0,1,392,403,0,0,1,0,6,24472304,0,1
16050,257905,1,0,0,1,463,472,0,0,1,0,11,25790507,0,1
12504,257899,0,0,1,1,459,413,0,1,0,1,8,25789903,0,1
13782,257905,0,0,0,0,506,472,0,0,1,1,13,25790503,0,1
16706,231616,1,0,0,1,528,440,0,1,0,0,12,23161601,0,1
13813,244801,1,0,1,0,473,448,0,0,0,0,8,24480103,0,0
16910,201449,1,0,0,0,484,455,0,1,0,0,7,20144904,1,1
14369,252885,0,0,1,0,547,456,0,1,0,1,14,25288501,1,1
18771,212522,0,0,1,1,489,433,0,0,1,1,17,21252204,1,1
14147,244818,0,0,1,1,500,448,1,0,1,0,10,24481801,0,0
21219,208503,0,0,1,1,506,408,1,1,0,0,8,20850301,1,1
13527,212522,0,1,1,1,444,448,0,0,1,1,17,21252204,1,1
12732,221574,0,0,1,0,449,418,0,1,0,1,1,22157401,0,1
20206,161183,0,0,1,1,429,397,1,1,0,0,8,16118305,0,1
12989,244839,0,0,1,0,602,468,0,0,0,1,11,24483905,0,0
14387,244708,0,1,1,0,439,419,0,0,1,1,1,24470802,0,0
10303,244831,0,0,1,0,449,408,1,0,0,0,18,24483102,0,0
20194,216536,0,0,0,0,500,437,0,1,0,1,22,21653604,0,1
15613,130085,1,0,0,0,559,458,0,0,0,0,8,13008503,1,1
12526,261927,0,0,1,0,576,443,0,1,0,1,3,26192703,0,1
13676,244780,0,1,0,1,520,445,1,0,1,0,10,24478002,0,0
20147,216536,0,0,0,1,478,410,1,1,0,0,2,21653601,0,1
17027,230612,1,0,1,0,576,476,0,1,0,0,6,23061201,0,1
13222,201449,0,1,0,0,528,456,0,1,0,1,7,20144906,0,1
16406,216536,1,0,0,0,473,416,0,1,0,0,13,21653602,1,1
12856,257899,0,0,0,0,536,442,1,1,0,0,12,25789904,1,1
17208,212522,0,0,0,1,513,433,1,0,1,0,4,21252205,1,1
17194,225585,0,0,0,0,429,400,0,1,0,1,15,22558502,0,1
12371,205491,0,1,1,1,405,380,0,0,0,1,15,20549102,0,1
18124,244745,0,0,1,0,494,465,0,0,0,1,14,24474502,1,0
14594,244818,0,1,1,1,434,382,1,0,1,0,9,24481804,0,0
15275,244774,1,1,0,1,528,425,0,0,1,0,1,24477403,0,1
13258,169229,0,0,1,0,559,490,1,0,0,0,11,16922902,0,1
12265,169231,0,1,0,0,484,411,0,0,1,1,9,16923102,0,1
11294,244723,0,1,1,1,392,391,1,0,1,0,8,24472305,1,1
16583,189378,0,0,1,0,468,421,0,1,0,1,12,18937804,0,1
17322,244723,1,1,0,1,444,414,0,0,1,0,6,24472304,0,1
11567,244745,0,1,1,1,513,427,1,0,0,0,1,24474503,0,0
17087,193422,1,0,0,0,484,430,0,1,0,0,9,19342201,0,1
16397,244746,0,1,0,1,602,495,0,0,1,1,5,24474603,0,1
20201,216536,0,0,1,1,449,400,1,1,0,0,1,21653605,0,1
16056,259915,1,0,1,1,528,433,0,1,0,0,15,25991502,0,1
11464,244746,1,1,0,1,459,447,0,0,1,0,17,24474601,1,1
15325,252885,0,0,1,1,484,458,1,1,0,0,5,25288503,0,1
21439,189382,1,0,1,0,473,463,0,0,0,0,14,18938203,1,1
14475,234628,0,0,0,0,500,451,1,1,0,0,8,23462805,0,1
15369,168211,1,0,0,1,520,442,0,1,0,0,14,16821105,0,1
17362,130085,0,0,1,1,484,433,0,0,0,1,7,13008502,1,1
17606,173312,0,0,1,0,536,492,0,1,0,1,11,17331201,0,1
16549,169229,0,0,1,0,602,503,0,0,0,1,16,16922906,0,0
16903,169229,0,0,1,0,478,451,1,0,0,0,11,16922902,0,1
13635,244806,0,1,0,0,536,500,0,0,1,1,11,24480607,0,1
11328,169229,1,0,1,0,473,453,0,0,0,0,5,16922904,0,0
15805,203452,1,0,1,1,489,437,0,1,0,0,5,20345204,0,1
15374,168214,1,0,0,0,478,436,0,1,0,0,6,16821402,1,1
13319,244801,0,0,1,0,444,408,1,0,0,0,0,24480101,0,1
13012,244708,1,1,0,1,392,403,0,0,1,0,0,24470806,0,1
13778,216536,0,0,0,0,528,450,1,1,0,0,1,21653605,0,1
13609,231616,1,0,1,0,520,458,0,1,0,0,12,23161601,0,1
18978,244806,1,1,1,1,494,451,0,0,1,0,20,24480602,0,0
10424,244806,0,1,1,1,500,414,0,0,1,1,1,24480601,0,1
16277,212522,0,0,1,0,429,403,0,0,1,1,21,21252203,0,1
18219,216536,0,0,0,0,500,414,0,1,0,1,22,21653604,0,1
16765,244697,0,1,1,1,429,391,1,0,1,0,6,24469701,1,1
16422,257899,0,0,0,0,478,430,1,1,0,0,12,25789904,1,1
12167,228606,0,0,1,1,463,437,1,1,0,0,13,22860602,0,1
15817,257899,0,0,1,0,463,430,1,1,0,0,13,25789901,1,1
12271,201449,0,0,0,0,576,507,0,1,0,1,4,20144901,1,1
18939,244774,0,1,0,0,484,455,0,0,1,1,2,24477404,0,1
17018,180344,0,0,1,0,454,431,1,0,1,0,5,18034401,0,1
19489,261927,0,0,1,1,412,411,1,1,0,0,11,26192704,1,1
14783,193423,0,0,1,0,454,424,1,1,0,0,13,19342304,1,1
15808,189382,0,0,0,0,513,470,1,0,0,0,15,18938202,0,1
16627,208503,0,0,1,0,468,400,1,1,0,0,8,20850301,1,1
19264,205488,1,0,1,0,459,427,0,0,0,0,0,20548801,0,1
16041,257905,0,0,0,1,506,448,0,0,1,1,7,25790501,1,1
13437,205491,0,0,1,0,559,474,0,0,0,1,0,20549101,0,1
16244,128068,0,0,1,1,423,388,1,1,0,0,1,12806802,0,1
20177,161183,0,0,0,1,494,407,1,1,0,0,12,16118301,1,1
14806,225585,0,0,1,0,459,410,1,1,0,0,13,22558503,0,0
14279,244774,0,1,1,1,506,433,0,0,1,1,2,24477404,0,1
14777,180344,1,0,0,0,489,419,0,0,1,0,11,18034403,0,1
19090,244796,0,1,0,1,454,403,0,0,1,1,21,24479603,0,0
13574,215533,0,1,1,1,484,414,1,1,0,0,15,21553302,1,1
16563,180344,0,0,0,0,459,405,0,0,1,1,1,18034405,0,1
11334,244780,1,1,0,1,547,478,0,0,1,0,24,24478001,1,1
14767,259915,1,0,1,0,528,451,0,1,0,0,15,25991502,0,1
13885,244746,1,1,0,0,484,408,0,0,1,0,17,24474601,1,1
15251,234628,1,0,0,1,459,413,0,1,0,0,9,23462803,1,1
14096,205492,0,1,1,0,559,500,0,0,0,1,3,20549204,0,1
10396,244796,0,1,0,1,489,428,0,0,1,1,21,24479603,0,0
17130,257899,0,0,0,0,418,419,1,1,0,0,13,25789901,1,1
12996,215533,1,0,0,0,626,580,0,1,0,0,9,21553304,0,1
13370,191411,0,0,0,1,449,416,1,1,0,0,13,19141103,1,1
18757,162184,0,0,0,1,520,434,0,1,0,1,2,16218404,0,1
17458,244723,0,1,0,1,423,411,1,0,1,0,8,24472305,1,1
18753,264945,1,0,0,0,547,518,0,0,0,0,3,26494502,0,1
17656,205489,0,0,1,0,484,445,1,0,0,0,14,20548902,0,1
21127,176329,0,0,1,1,489,436,0,1,0,1,27,17632902,0,1
16814,261927,0,0,1,0,520,514,1,1,0,0,11,26192704,1,1
13784,257899,0,0,0,0,484,456,1,1,0,0,13,25789901,1,1
18887,261927,0,0,0,0,468,442,1,1,0,0,13,26192702,1,1
12495,216536,0,0,1,0,484,425,0,1,0,1,8,21653603,1,1
20130,161176,0,0,1,1,423,408,1,1,0,0,6,16117603,0,1
21566,244818,0,1,0,1,449,413,1,0,1,0,10,24481801,0,0
12505,257899,1,0,0,0,494,424,0,1,0,0,12,25789905,1,1
12346,128068,1,0,0,0,547,472,0,1,0,0,11,12806803,0,1
17044,225585,0,0,1,0,434,405,0,1,0,1,15,22558502,0,1
15862,205489,0,0,1,0,489,458,0,0,0,1,10,20548904,0,1
14078,201449,1,1,0,1,494,421,0,1,0,0,12,20144902,1,1
11974,201449,0,0,1,0,547,460,0,1,0,1,4,20144901,1,1
13027,244727,1,1,0,1,463,414,0,0,0,0,12,24472703,0,0
20146,216536,0,0,1,1,478,411,1,1,0,0,2,21653601,0,1
14084,205492,1,1,1,1,449,427,0,0,0,0,0,20549201,0,1
16759,244745,1,1,1,1,547,442,0,0,0,0,5,24474501,0,0
16641,215533,0,0,1,0,528,476,0,1,0,1,6,21553303,1,1
15031,230612,0,0,0,1,547,455,1,1,0,0,6,23061203,1,1
17607,215533,0,0,0,1,418,414,1,1,0,0,0,21553306,0,1
17750,231616,0,0,0,1,439,386,1,1,0,0,20,23161603,0,1
17175,189378,0,0,1,0,444,431,1,1,0,0,17,18937801,1,1
12699,205488,0,0,0,0,506,470,0,0,0,1,4,20548803,1,1
19077,112038,0,1,1,1,412,397,1,0,1,0,6,11203802,1,1
14635,244755,0,1,1,1,429,393,1,0,1,0,1,24475504,0,0
14866,244708,0,1,1,1,434,397,0,0,1,1,14,24470801,0,1
12697,205490,1,1,1,1,399,374,0,0,1,0,11,20549002,0,1
16628,259915,0,0,1,1,459,400,1,1,0,0,5,25991503,1,1
18980,244774,0,1,1,1,513,433,0,0,1,1,6,24477402,0,0
14786,221574,0,1,1,0,468,428,0,1,0,1,8,22157403,1,1
14060,244727,1,1,0,0,454,413,0,0,0,0,12,24472703,0,0
15173,193422,0,0,0,1,506,467,1,1,0,0,11,19342203,0,1
13343,244755,0,1,0,1,576,470,0,0,1,1,3,24475507,0,0
15142,168211,1,0,1,0,489,463,0,1,0,0,27,16821102,0,1
11069,244774,0,1,1,1,439,428,1,0,1,0,6,24477405,0,0
20793,205491,0,0,0,0,506,434,0,0,0,1,15,20549102,0,1
13765,205490,1,1,1,1,399,403,0,0,1,0,11,20549002,0,1
15338,128076,0,0,0,0,473,450,1,0,0,0,8,12807602,0,1
17363,161183,0,0,1,0,536,522,1,1,0,0,12,16118301,1,1
10334,218562,0,0,0,1,506,483,0,0,1,1,11,21856203,0,1
16992,208501,1,0,1,0,444,421,0,1,0,0,12,20850102,1,1
15028,264945,0,0,0,0,484,460,0,0,0,1,8,26494505,1,1
13487,128076,0,0,1,0,454,436,1,0,0,0,8,12807602,0,1
15963,234628,1,0,0,1,478,445,0,1,0,0,9,23462803,1,1
13947,166203,0,0,0,0,484,440,0,0,1,1,1,16620304,0,1
20224,228606,0,0,0,1,423,405,1,1,0,0,13,22860602,0,1
14141,209510,1,0,0,1,478,410,0,1,0,0,3,20951002,0,1
14082,203452,0,0,0,1,449,430,1,1,0,0,11,20345202,0,1
17011,159171,0,0,1,0,559,483,1,1,0,0,10,15917103,0,1
15179,215533,1,0,1,0,547,467,0,1,0,0,9,21553304,0,1
11481,244776,1,1,1,1,434,414,0,0,1,0,10,24477606,1,0
12241,168211,0,0,0,1,473,416,1,1,0,0,10,16821101,0,1
18706,262937,0,0,1,0,478,448,1,0,0,0,15,26293702,1,1
12865,261927,0,0,0,1,559,437,1,1,0,0,13,26192702,1,1
13428,244780,0,1,1,1,602,391,1,0,1,0,10,24478002,0,0
16060,216536,0,0,1,1,484,424,0,1,0,1,22,21653604,0,1
13959,169229,0,0,1,0,494,437,1,0,0,0,13,16922903,1,1
18315,180344,1,0,1,0,412,414,0,0,1,0,0,18034402,0,1
17513,262937,0,0,1,0,602,465,0,0,0,1,18,26293703,1,1
15797,180344,0,0,0,0,500,447,0,0,1,1,13,18034404,1,1
15490,203452,0,0,0,1,473,430,0,1,0,1,19,20345201,0,1
17007,215533,1,0,0,0,602,538,0,1,0,0,9,21553304,0,1
17051,228606,0,0,0,0,412,402,1,1,0,0,13,22860602,0,1
12438,221571,0,0,1,0,429,393,1,1,0,0,3,22157101,0,0
15773,264945,1,0,0,0,494,467,0,0,0,0,3,26494502,0,1
13837,257905,0,0,1,0,506,487,0,0,1,1,14,25790502,0,1
12227,161183,0,0,1,0,536,461,0,1,0,1,16,16118306,0,1
17416,244774,0,1,0,1,478,414,0,0,1,1,6,24477402,0,0
18284,244745,1,1,0,0,626,483,0,0,0,0,5,24474501,0,0
12546,128079,0,0,1,1,412,397,0,1,0,1,8,12807903,0,1
14474,244736,0,1,0,1,520,447,0,0,1,1,6,24473603,0,1
15534,261927,0,0,1,1,454,402,1,1,0,0,13,26192702,1,1
16334,261927,1,0,1,1,489,395,0,1,0,0,11,26192701,1,1
13519,208503,1,0,0,0,513,492,0,1,0,0,3,20850303,1,1
13645,244746,0,1,1,1,429,407,1,0,1,0,5,24474602,0,1
19824,161176,0,0,0,0,468,411,0,1,0,1,20,16117601,0,1
16828,130085,1,0,0,0,478,437,0,0,0,0,8,13008503,1,1
15737,168214,0,0,0,1,506,434,1,1,0,0,16,16821403,0,1
17377,244755,0,1,1,1,429,408,1,0,1,0,1,24475504,0,0
13184,164198,0,0,0,0,484,467,1,1,0,0,4,16419803,1,1
15884,208503,0,0,1,0,484,419,1,1,0,0,8,20850301,1,1
14062,244839,0,1,0,0,547,465,1,0,0,0,20,24483903,0,0
13818,130085,1,0,1,0,473,425,0,0,0,0,8,13008503,1,1
15947,225585,0,0,1,0,399,402,1,1,0,0,13,22558503,0,0
14420,257905,0,0,1,1,468,433,1,0,1,0,8,25790506,0,1
16048,257905,0,0,1,0,463,442,1,0,1,0,8,25790506,0,1
15112,201449,1,0,0,0,528,456,0,1,0,0,7,20144904,1,1
19483,164198,0,0,0,0,506,458,1,1,0,0,4,16419803,1,1
11616,205491,0,0,0,1,463,425,0,0,0,1,15,20549102,0,1
11441,244723,1,1,1,1,429,400,0,0,1,0,6,24472304,0,1
21240,176329,0,0,1,1,576,468,0,1,0,1,4,17632903,0,1
14022,244774,1,1,0,1,500,445,0,0,1,0,1,24477403,0,1
13251,201449,0,0,0,0,513,472,1,1,0,0,6,20144903,1,1
16306,170295,1,0,0,0,494,442,0,1,0,0,14,17029502,0,1
21354,168211,1,0,1,1,459,413,0,1,0,0,14,16821105,0,1
14565,169229,0,0,0,0,602,545,0,0,0,1,15,16922901,1,1
17128,257899,1,0,1,1,484,439,0,1,0,0,12,25789905,1,1
16728,123056,0,0,1,0,528,448,1,1,0,0,16,12305603,0,1
21427,205488,1,0,0,0,439,431,0,0,0,0,0,20548801,0,1
17630,128076,0,0,0,1,506,433,1,0,0,0,8,12807602,0,1
12219,128068,1,0,1,1,459,425,0,1,0,0,11,12806803,0,1
15258,244839,1,1,1,0,576,439,0,0,0,0,21,24483902,0,0
14325,244776,1,1,1,1,444,405,0,0,1,0,10,24477606,1,0
14753,212522,0,0,0,0,473,421,1,0,1,0,4,21252205,1,1
15892,208503,0,0,0,0,444,410,1,1,0,0,8,20850301,1,1
14581,244746,0,1,1,1,459,424,1,0,1,0,5,24474602,0,1
17746,169229,0,0,1,0,463,427,0,0,0,1,10,16922905,0,0
13900,244780,0,1,0,1,559,425,1,0,1,0,10,24478002,0,0
13732,244764,1,1,1,1,489,450,0,0,1,0,1,24476401,0,0
15084,189378,0,0,0,0,489,434,0,1,0,1,2,18937802,0,1
16646,215533,1,0,1,1,536,453,0,1,0,0,9,21553304,0,1
15927,159171,0,1,0,1,468,413,0,1,0,1,8,15917102,1,1
21418,212522,0,0,0,1,463,419,0,0,1,1,21,21252203,0,1
12370,128068,0,0,0,1,520,474,0,1,0,1,12,12806801,1,1
19899,161176,0,0,1,1,468,418,0,1,0,1,20,16117601,0,1
14028,234628,0,0,0,0,536,458,1,1,0,0,8,23462805,0,1
10998,221571,1,1,0,1,384,398,0,1,0,0,7,22157105,0,1
18138,230612,0,0,0,0,559,463,1,1,0,0,6,23061203,1,1
12307,203457,0,0,0,0,513,510,1,1,0,0,12,20345701,1,1
17552,244736,0,1,1,1,513,455,1,0,1,0,0,24473602,0,1
16530,231616,0,0,1,1,454,407,1,1,0,0,20,23161603,0,1
13418,201449,0,1,0,1,536,447,1,1,0,0,6,20144903,1,1
15612,261927,0,0,1,0,484,425,1,1,0,0,11,26192704,1,1
17469,244727,1,1,0,1,468,434,0,0,0,0,1,24472704,0,0
20172,168214,0,0,1,1,463,421,0,1,0,1,6,16821401,0,1
16420,253888,1,0,0,0,489,437,0,1,0,0,13,25388801,0,1
21387,168211,1,0,1,0,547,442,0,1,0,0,14,16821105,0,1
13516,208501,0,0,0,0,520,440,1,1,0,0,13,20850101,0,1
13931,244774,1,1,1,1,444,407,0,0,1,0,0,24477401,0,1
11157,252885,0,0,0,0,513,485,1,1,0,0,5,25288503,0,1
17643,201449,0,0,0,0,528,483,0,1,0,1,4,20144901,1,1
21246,176329,1,0,0,1,484,440,0,1,0,0,21,17632904,1,1
13409,170295,0,0,1,0,484,414,0,1,0,1,1,17029504,0,1
18212,203457,1,0,0,0,494,455,0,1,0,0,9,20345702,1,1
21335,244806,0,1,0,1,506,421,0,0,1,1,1,24480601,0,1
12024,244776,1,1,1,1,429,408,0,0,1,0,5,24477603,0,0
17308,244806,0,1,1,1,444,453,0,0,1,1,1,24480601,0,1
14047,189382,0,0,1,0,439,431,1,0,0,0,15,18938202,0,1
13958,169231,1,0,0,1,463,411,0,0,1,0,9,16923101,0,1
17382,221571,0,1,0,1,423,384,0,1,0,1,21,22157104,0,1
17141,257905,0,0,0,0,506,437,1,0,1,0,8,25790506,0,1
15202,221574,0,0,0,0,449,407,1,1,0,0,2,22157404,0,1
14804,225585,0,0,1,0,559,424,1,1,0,0,13,22558503,0,0
14959,168214,0,0,1,1,429,408,0,1,0,1,6,16821401,0,1
12343,201449,1,1,1,0,459,439,0,1,0,0,12,20144902,1,1
12575,168211,0,0,1,1,459,431,1,1,0,0,10,16821101,0,1
17596,244746,1,1,1,1,478,434,0,0,1,0,17,24474601,1,1
12513,257905,0,0,0,0,528,460,1,0,1,0,8,25790506,0,1
20234,228606,1,0,1,0,576,565,0,1,0,0,8,22860601,1,1
19439,262937,0,0,1,0,626,467,0,0,0,1,18,26293703,1,1
15848,161183,1,0,0,0,528,490,0,1,0,0,10,16118304,1,1
15188,159171,1,1,1,0,478,416,0,1,0,0,10,15917101,0,1
13500,208503,1,0,1,1,489,403,0,1,0,0,3,20850303,1,1
21245,176329,1,0,1,0,478,440,0,1,0,0,21,17632904,1,1
11411,244708,1,1,0,1,454,421,0,0,1,0,0,24470806,0,1
14374,216536,0,0,1,1,489,451,0,1,0,1,8,21653603,1,1
16227,205488,0,0,1,0,520,436,1,0,0,0,12,20548802,0,1
17317,221571,0,0,0,0,473,413,1,1,0,0,3,22157101,0,0
21181,264945,0,0,1,0,513,476,1,0,0,0,3,26494503,0,1
18389,244799,0,0,0,0,536,456,0,0,0,1,13,24479902,0,1
20127,228606,0,1,0,1,489,430,0,1,0,1,14,22860604,0,1
12229,161183,0,0,1,0,489,447,0,1,0,1,16,16118306,0,1
13529,205489,0,0,1,0,506,514,1,0,0,0,14,20548902,0,1
13398,161183,0,0,0,0,602,485,1,1,0,0,8,16118305,0,1
16734,244839,1,1,1,0,528,545,0,0,0,0,21,24483902,0,0
14624,180344,0,1,0,1,429,407,0,0,1,1,1,18034405,0,1
13369,244755,0,1,0,1,489,418,0,0,1,1,9,24475503,0,0
12240,166203,0,0,1,0,473,416,0,0,1,1,1,16620304,0,1
20151,161176,1,0,0,1,449,410,0,1,0,0,2,16117602,0,1
12125,216536,1,0,0,0,559,460,0,1,0,0,13,21653602,1,1
17728,221571,0,1,0,1,412,388,1,1,0,0,13,22157103,1,1
17042,225585,0,0,1,0,454,416,1,1,0,0,13,22558501,1,1
12172,162184,0,0,0,1,484,405,0,1,0,1,6,16218403,1,1
18193,201449,0,1,1,1,439,439,1,1,0,0,6,20144903,1,1
13155,128079,0,0,0,0,473,456,0,1,0,1,8,12807903,0,1
14217,228606,0,0,1,1,473,410,1,1,0,0,13,22860602,0,1
15233,231616,1,0,1,0,506,443,0,1,0,0,12,23161601,0,1
17852,264945,1,1,1,0,463,419,0,0,0,0,17,26494501,0,1
11674,259915,1,0,1,0,536,451,0,1,0,0,15,25991502,0,1
21315,244806,0,1,1,1,384,467,1,0,1,0,12,24480604,0,0
12128,259915,0,0,1,1,506,424,1,1,0,0,5,25991503,1,1
16066,166203,1,1,0,1,423,414,0,0,1,0,5,16620303,0,1
