"id","schid","aide","black","boy","freelunch","mathscore","readscore","regular","schrural","schurban","small","tchexper","tchid","tchmasters","tchwhite"
16797,216536,0,0,1,0,423,397,0,1,0,1,22,21653604,0,1
11059,244736,0,1,1,1,500,425,0,0,1,1,6,24473603,0,1
13834,244818,1,1,0,0,473,433,0,0,1,0,11,24481803,1,1
13841,161183,0,0,1,1,536,487,1,1,0,0,12,16118301,1,1
18991,225585,1,0,1,0,506,490,0,1,0,0,13,22558504,1,1
14344,244774,0,1,0,1,473,405,0,0,1,1,2,24477404,0,1
12414,159171,0,0,0,1,528,480,0,1,0,1,8,15917102,1,1
14150,212522,0,0,0,1,528,440,1,0,1,0,4,21252205,1,1
12906,189396,0,0,1,0,454,428,1,1,0,0,4,18939602,0,1
14186,159171,0,0,1,0,478,436,0,1,0,1,8,15917102,1,1
20119,162184,0,0,1,1,473,418,1,1,0,0,4,16218401,0,1
16428,253888,1,0,1,1,454,414,0,1,0,0,13,25388801,0,1
16934,189378,0,0,0,0,478,425,1,1,0,0,17,18937801,1,1
12673,201449,0,0,0,1,506,448,1,1,0,0,6,20144903,1,1
18750,189382,0,0,0,0,494,450,1,0,0,0,15,18938202,0,1
13721,257905,1,0,1,0,454,455,0,0,1,0,14,25790505,0,1
15465,189378,0,0,0,0,489,442,1,1,0,0,17,18937801,1,1
17068,244839,0,1,1,0,626,500,1,0,0,0,20,24483903,0,0
16537,169229,0,0,1,0,547,527,0,0,0,1,10,16922905,0,0
18321,257905,0,0,0,0,489,460,1,0,1,0,8,25790506,0,1
21228,234628,1,0,0,0,494,472,0,1,0,0,20,23462802,1,1
21573,244746,0,1,1,1,449,433,1,0,1,0,5,24474602,0,1
12647,234628,0,0,1,1,418,403,0,1,0,1,9,23462801,0,1
17338,244755,0,1,1,1,506,425,1,0,1,0,1,24475504,0,0
13346,212522,0,0,1,1,459,430,0,0,1,1,17,21252204,1,1
16818,234628,0,0,1,0,484,427,0,1,0,1,10,23462804,1,1
12946,191411,1,0,1,1,520,510,0,1,0,0,8,19141102,1,1
13273,244774,1,1,0,1,459,507,0,0,1,0,0,24477401,0,1
12460,261927,0,0,0,0,626,554,1,1,0,0,11,26192704,1,1
13264,205488,1,0,0,0,536,458,0,0,0,0,0,20548801,0,1
12749,128076,1,0,1,0,494,408,0,0,0,0,7,12807603,0,1
15602,209510,1,0,0,0,463,431,0,1,0,0,13,20951003,0,1
21297,209510,1,0,1,0,513,424,0,1,0,0,3,20951002,0,1
17490,244708,1,1,0,1,468,408,0,0,1,0,0,24470806,0,1
21563,244708,0,1,0,1,439,418,0,0,1,1,14,24470801,0,1
17361,244723,0,1,0,1,494,445,0,0,1,1,1,24472303,0,0
20863,208501,1,0,1,1,405,393,0,1,0,0,12,20850102,1,1
18865,244723,0,1,1,1,399,405,1,0,1,0,8,24472305,1,1
12117,259915,0,0,0,0,513,440,1,1,0,0,5,25991503,1,1
14914,257905,1,0,1,0,478,470,0,0,1,0,14,25790505,0,1
13720,244776,0,1,0,1,473,430,1,0,1,0,9,24477604,0,0
15701,128068,1,0,0,0,478,456,0,1,0,0,11,12806803,0,1
13359,244755,1,1,0,1,468,418,0,0,1,0,7,24475502,0,1
17431,166203,0,0,0,0,459,419,1,0,1,0,13,16620302,1,1
15204,221574,1,0,0,0,459,442,0,1,0,0,8,22157402,1,1
13814,264945,0,0,0,0,547,453,1,0,0,0,3,26494503,0,1
16157,169219,1,0,0,0,494,418,0,0,0,0,18,16921903,0,1
13281,169231,1,1,1,0,506,467,0,0,1,0,9,16923101,0,1
16206,170295,1,0,0,1,439,425,0,1,0,0,14,17029502,0,1
16805,257905,1,0,0,0,484,427,0,0,1,0,11,25790507,0,1
17276,169229,0,0,0,0,434,434,0,0,0,1,10,16922905,0,0
14253,244728,0,1,0,1,468,411,0,0,1,1,1,24472801,0,1
19122,244831,0,1,0,1,454,421,1,0,0,0,18,24483102,0,0
17763,244755,1,1,0,1,444,416,0,0,1,0,7,24475502,0,1
17718,170295,0,0,1,1,463,418,0,1,0,1,1,17029504,0,1
16462,130085,0,0,1,0,484,421,1,0,0,0,22,13008501,1,1
18253,244839,1,1,0,1,478,390,0,0,0,0,21,24483902,0,0
14202,159171,0,0,0,0,528,490,0,1,0,1,6,15917104,0,1
15539,215533,1,0,1,0,626,440,0,1,0,0,9,21553304,0,1
15561,215533,0,0,1,1,429,405,1,1,0,0,0,21553306,0,1
16786,216536,1,0,1,1,528,421,0,1,0,0,13,21653602,1,1
11495,244708,0,1,1,1,449,411,1,0,1,0,2,24470803,0,1
15635,244755,0,1,0,1,602,538,0,0,1,1,3,24475507,0,0
13706,244728,0,1,0,0,468,434,1,0,1,0,15,24472803,1,0
14587,262937,0,0,0,0,468,428,1,0,0,0,15,26293702,1,1
18216,244745,1,0,0,1,494,434,0,0,0,0,15,24474504,1,0
17803,201449,0,0,1,1,536,472,1,1,0,0,10,20144905,0,1
21327,244755,0,1,1,1,434,424,1,0,1,0,24,24475505,0,0
11275,221571,1,0,1,1,412,388,0,1,0,0,7,22157105,0,1
12288,173312,0,0,1,1,536,492,0,1,0,1,11,17331201,0,1
14596,244801,1,1,0,1,506,393,0,0,0,0,8,24480103,0,0
14770,259915,0,0,1,0,454,431,1,1,0,0,5,25991503,1,1
12426,159171,1,0,1,1,489,490,0,1,0,0,10,15917101,0,1
15090,189396,1,0,1,0,439,411,0,1,0,0,12,18939603,0,1
16674,170295,0,0,0,0,520,483,0,1,0,1,1,17029504,0,1
15457,189382,0,0,1,0,520,478,0,0,0,1,17,18938201,1,1
14077,201449,0,1,1,1,392,400,1,1,0,0,10,20144905,0,1
17585,244755,0,1,0,1,484,431,1,0,1,0,11,24475501,0,1
16817,221574,1,0,0,0,473,427,0,1,0,0,8,22157402,1,1
14701,244736,0,1,0,1,392,413,1,0,1,0,0,24473602,0,1
17438,170295,1,1,0,1,463,422,0,1,0,0,14,17029502,0,1
17271,244774,1,1,1,0,489,500,0,0,1,0,0,24477401,0,1
17131,169219,0,0,0,0,547,554,1,0,0,0,12,16921902,1,1
18134,228606,0,0,1,0,494,427,0,1,0,1,12,22860603,0,1
12366,130085,0,0,0,1,528,439,1,0,0,0,22,13008501,1,1
14414,257905,1,0,1,0,513,458,0,0,1,0,14,25790505,0,1
15909,216536,0,0,0,0,489,445,1,1,0,0,2,21653601,0,1
15437,231616,0,0,0,1,405,388,0,1,0,1,9,23161602,1,1
12452,231616,1,0,0,0,484,430,0,1,0,0,12,23161601,0,1
15422,264945,1,0,0,0,506,428,0,0,0,0,3,26494502,0,1
10969,166203,0,0,0,1,429,403,1,0,1,0,13,16620302,1,1
15834,201449,1,0,0,0,459,439,0,1,0,0,12,20144902,1,1
15073,203452,0,0,0,0,494,458,0,1,0,1,19,20345201,0,1
13661,244776,0,1,1,1,449,440,0,0,1,1,3,24477608,0,0
21180,225585,0,0,0,1,478,443,1,1,0,0,13,22558503,0,0
17678,244745,1,0,1,0,478,421,0,0,0,0,5,24474501,0,0
17003,212522,0,0,1,0,506,425,1,0,1,0,4,21252205,1,1
13939,225585,1,0,0,0,576,487,0,1,0,0,13,22558504,1,1
13756,259915,0,0,1,1,439,424,1,1,0,0,5,25991503,1,1
20133,161176,0,0,0,0,459,400,0,1,0,1,6,16117604,0,1
10432,169229,0,0,1,0,559,461,0,0,0,1,15,16922901,1,1
17660,212522,0,0,1,0,513,465,0,0,1,1,17,21252204,1,1
17439,201449,0,0,0,0,473,428,1,1,0,0,6,20144903,1,1
11491,244728,0,1,0,1,473,424,1,0,1,0,15,24472803,1,0
14440,180344,0,1,0,1,506,455,0,0,1,1,13,18034404,1,1
19457,205490,1,1,1,1,444,400,0,0,1,0,11,20549002,0,1
11959,201449,1,0,1,0,506,422,0,1,0,0,12,20144902,1,1
14548,201449,1,0,1,0,489,418,0,1,0,0,12,20144902,1,1
13672,205490,0,1,1,1,399,403,1,0,1,0,12,20549003,0,1
19502,244806,1,1,1,1,576,463,0,0,1,0,10,24480606,0,0
16274,209510,0,0,0,0,494,410,0,1,0,1,15,20951005,0,1
17569,205488,0,0,0,0,463,436,0,0,0,1,4,20548803,1,1
16933,189382,0,0,0,0,473,474,1,0,0,0,15,18938202,0,1
12093,262937,0,0,0,0,513,437,0,0,0,1,8,26293704,1,1
17339,244755,1,1,0,1,449,400,0,0,1,0,7,24475502,0,1
11902,166203,0,0,1,1,454,439,1,0,1,0,13,16620302,1,1
21247,176329,1,0,1,0,463,437,0,1,0,0,21,17632904,1,1
14628,244799,1,1,0,0,489,421,0,0,0,0,10,24479901,1,1
15551,215533,0,0,1,0,576,468,1,1,0,0,15,21553302,1,1
13585,221571,1,0,0,0,444,405,0,1,0,0,7,22157105,0,1
13922,244799,0,1,1,1,473,433,0,0,0,1,5,24479903,0,0
12420,193423,1,0,0,0,559,468,0,1,0,0,12,19342303,1,1
16236,130085,0,0,0,0,478,424,1,0,0,0,22,13008501,1,1
13670,244723,1,1,0,1,429,413,0,0,1,0,17,24472301,1,1
16984,208501,0,0,1,0,500,403,0,1,0,1,5,20850104,0,1
14389,244736,1,1,0,1,405,402,0,0,1,0,11,24473601,0,1
13514,208503,0,0,1,0,500,397,1,1,0,0,8,20850301,1,1
15826,189382,0,0,0,0,478,443,1,0,0,0,15,18938202,0,1
14224,180344,0,0,1,0,463,411,0,0,1,1,1,18034405,0,1
14298,244839,0,1,1,0,489,453,0,0,0,1,11,24483905,0,0
16531,169280,1,0,1,0,489,443,0,0,0,0,7,16928003,0,1
12073,168211,1,0,1,1,468,430,0,1,0,0,27,16821102,0,1
15842,212522,0,0,0,0,602,485,0,0,1,1,17,21252204,1,1
16165,166203,1,0,0,1,418,398,0,0,1,0,5,16620303,0,1
12810,244806,0,1,0,1,473,408,0,0,1,1,1,24480601,0,1
16441,261927,0,0,0,0,494,448,1,1,0,0,13,26192702,1,1
18776,244728,0,1,0,1,429,414,1,0,1,0,15,24472803,1,0
19329,168214,0,0,0,1,520,439,0,1,0,1,6,16821401,0,1
15435,173312,0,0,0,1,484,485,0,1,0,1,11,17331201,0,1
11637,244708,0,1,0,1,494,419,1,0,1,0,2,24470803,0,1
17350,244839,0,1,0,0,576,450,0,0,0,1,11,24483905,0,0
16869,169231,0,0,1,0,405,395,1,0,1,0,3,16923103,1,0
13921,262937,0,0,0,0,520,442,0,0,0,1,18,26293703,1,1
17657,205491,0,0,0,1,449,422,0,0,0,1,0,20549101,0,1
18905,169229,1,0,1,1,463,425,0,0,0,0,5,16922904,0,0
12261,257899,1,0,1,0,513,428,0,1,0,0,12,25789905,1,1
14944,130085,0,0,0,0,528,443,0,0,0,1,7,13008502,1,1
16302,159171,0,0,0,0,576,605,1,1,0,0,10,15917103,0,1
12850,257905,0,0,1,0,626,627,0,0,1,1,14,25790502,0,1
16512,201449,1,0,0,0,513,428,0,1,0,0,7,20144904,1,1
21454,165199,1,1,0,1,429,419,0,0,1,0,12,16519903,1,1
11865,193422,0,0,1,0,559,483,0,1,0,1,8,19342202,0,1
14194,159171,1,1,1,1,489,416,0,1,0,0,10,15917101,0,1
14215,209510,1,0,1,0,494,538,0,1,0,0,3,20951002,0,1
14423,257905,0,0,0,0,506,497,1,0,1,0,5,25790504,0,1
15594,209510,1,0,0,0,489,463,0,1,0,0,13,20951003,0,1
12756,225585,0,0,1,0,500,419,1,1,0,0,13,22558503,0,0
21414,130085,0,0,1,0,454,434,0,0,0,1,11,13008504,0,1
17464,244799,1,1,0,1,434,400,0,0,0,0,10,24479901,1,1
21270,176329,0,0,0,1,547,458,1,1,0,0,2,17632901,0,1
12193,252885,0,0,0,1,478,447,1,1,0,0,5,25288503,0,1
12497,252885,0,0,1,0,626,565,0,1,0,1,14,25288501,1,1
12221,130085,0,0,0,0,484,421,1,0,0,0,22,13008501,1,1
13389,189378,0,0,1,0,468,434,1,1,0,0,17,18937801,1,1
20149,161176,0,0,0,1,454,407,0,1,0,1,6,16117604,0,1
17107,244745,0,0,0,1,459,395,1,0,0,0,1,24474503,0,0
18115,128068,0,0,0,1,449,414,0,1,0,1,12,12806801,1,1
16954,203452,1,0,0,0,444,433,0,1,0,0,5,20345204,0,1
13235,169280,1,0,1,0,528,458,0,0,0,0,7,16928003,0,1
19595,244806,0,1,0,1,520,431,0,0,1,1,1,24480601,0,1
16322,225585,0,0,1,0,500,436,0,1,0,1,15,22558502,0,1
17030,221571,1,1,0,1,405,376,0,1,0,0,7,22157105,0,1
14841,244723,1,1,0,0,423,410,0,0,1,0,6,24472304,0,1
21308,209510,0,0,1,0,444,451,1,1,0,0,8,20951001,1,0
17331,244723,0,1,0,1,423,390,0,0,1,1,1,24472303,0,0
12417,159171,0,1,1,1,484,470,1,1,0,0,10,15917103,0,1
13797,261927,0,0,0,0,434,405,0,1,0,1,3,26192703,0,1
11400,244727,1,1,0,0,473,448,0,0,0,0,1,24472704,0,0
21457,234628,0,0,1,0,536,455,0,1,0,1,9,23462801,0,1
16350,244774,0,1,1,0,528,428,0,0,1,1,6,24477402,0,0
12468,244755,1,1,0,1,500,439,0,0,1,0,7,24475502,0,1
11926,169219,1,0,1,0,528,490,0,0,0,0,18,16921903,0,1
13838,244780,0,1,0,1,536,443,1,0,1,0,10,24478002,0,0
15026,221574,0,0,0,0,484,440,0,1,0,1,8,22157403,1,1
14113,128079,1,0,1,1,513,451,0,1,0,0,8,12807902,0,1
13253,244755,0,1,0,1,439,419,1,0,1,0,1,24475504,0,0
18957,244755,0,1,1,1,500,451,1,0,1,0,11,24475501,0,1
15660,216536,1,0,1,0,478,410,0,1,0,0,13,21653602,1,1
20170,205488,0,1,1,0,506,430,1,0,0,0,12,20548802,0,1
15799,180344,0,0,0,0,528,476,1,0,1,0,5,18034401,0,1
15307,259915,0,0,1,0,463,424,0,1,0,1,11,25991501,1,1
14609,173312,1,0,1,0,602,483,0,1,0,0,13,17331203,0,1
15424,169231,0,0,0,0,399,407,1,0,1,0,3,16923103,1,0
12165,225585,0,0,0,0,468,410,1,1,0,0,13,22558501,1,1
15328,112038,1,0,0,1,444,419,0,0,1,0,17,11203803,0,1
12750,128068,1,0,1,0,459,433,0,1,0,0,11,12806803,0,1
16974,205488,0,0,1,0,484,460,1,0,0,0,12,20548802,0,1
21137,218562,0,1,0,0,528,443,1,0,1,0,0,21856204,0,1
12739,221574,1,0,0,0,626,545,0,1,0,0,8,22157402,1,1
16161,180344,1,0,1,0,459,416,0,0,1,0,11,18034403,0,1
14100,228606,1,1,0,0,513,445,0,1,0,0,8,22860601,1,1
11457,244776,1,1,0,1,520,467,0,0,1,0,5,24477603,0,0
14721,244796,0,1,1,1,506,428,1,0,1,0,11,24479602,1,0
15439,166203,1,0,1,1,494,424,0,0,1,0,5,16620303,0,1
14852,244831,1,0,1,1,536,456,0,0,0,0,2,24483103,0,1
16042,257899,1,0,1,0,468,458,0,1,0,0,12,25789905,1,1
12821,244697,0,1,0,1,405,380,1,0,1,0,6,24469701,1,1
13643,244728,0,1,1,1,454,492,1,0,1,0,15,24472803,1,0
11651,228606,0,0,0,0,536,447,0,1,0,1,12,22860603,0,1
17402,244776,1,1,1,1,423,407,0,0,1,0,5,24477603,0,0
16217,203457,0,0,0,0,494,456,1,1,0,0,12,20345701,1,1
14659,189396,0,0,0,0,506,413,0,1,0,1,5,18939601,1,1
13926,244774,0,1,0,1,494,410,0,0,1,1,2,24477404,0,1
17101,244776,0,1,0,1,489,422,1,0,1,0,9,24477604,0,0
20520,130085,0,0,1,0,536,467,0,0,0,1,11,13008504,0,1
16416,257905,1,0,0,1,494,478,0,0,1,0,14,25790505,0,1
18738,244780,0,1,0,1,489,407,1,0,1,0,10,24478002,0,0
14816,231616,0,0,0,0,602,455,0,1,0,1,9,23161602,1,1
11613,203452,0,0,0,0,444,391,0,1,0,1,19,20345203,0,1
15151,128076,1,0,0,1,444,407,0,0,0,0,7,12807603,0,1
20223,161176,1,0,0,0,473,450,0,1,0,0,2,16117602,0,1
15782,216536,1,0,0,0,449,411,0,1,0,0,13,21653602,1,1
18631,168211,0,0,1,0,536,461,1,1,0,0,10,16821101,0,1
21288,218562,0,0,1,0,405,390,1,0,1,0,0,21856204,0,1
12334,201449,1,0,0,1,536,472,0,1,0,0,7,20144904,1,1
19085,244736,1,1,0,1,528,476,0,0,1,0,11,24473601,0,1
12108,221574,0,1,1,1,454,419,0,1,0,1,1,22157401,0,1
11540,180344,0,0,1,0,454,407,0,0,1,1,1,18034405,0,1
12991,244745,1,0,1,1,484,410,0,0,0,0,5,24474501,0,0
17312,221574,0,0,1,0,459,390,0,1,0,1,1,22157401,0,1
14927,262937,0,0,1,0,536,451,1,0,0,0,15,26293702,1,1
13242,244831,0,1,0,1,536,445,1,0,0,0,18,24483102,0,0
11962,203452,0,0,0,1,449,395,1,1,0,0,11,20345202,0,1
12169,228606,1,0,0,0,559,430,0,1,0,0,8,22860601,1,1
15288,244745,1,1,1,1,484,443,0,0,0,0,15,24474504,1,0
14189,159171,0,1,0,1,513,447,0,1,0,1,8,15917102,1,1
19783,166203,0,0,0,0,484,424,1,0,1,0,13,16620302,1,1
21141,244801,1,1,1,1,434,403,0,0,0,0,8,24480103,0,0
10857,201449,1,0,0,1,434,419,0,1,0,0,7,20144904,1,1
19810,166203,0,0,1,0,478,437,0,0,1,1,1,16620304,0,1
12741,209510,0,0,1,0,468,425,0,1,0,1,10,20951004,0,1
11591,264945,0,0,1,0,489,439,0,0,0,1,5,26494504,0,1
14821,234628,1,0,0,0,520,436,0,1,0,0,20,23462802,1,1
14518,264945,0,0,0,0,528,470,0,0,0,1,5,26494504,0,1
18139,253888,1,0,0,0,506,418,0,1,0,0,13,25388801,0,1
20205,161176,0,0,1,1,468,411,1,1,0,0,6,16117603,0,1
21244,176329,1,0,0,1,454,413,0,1,0,0,21,17632904,1,1
21284,161183,0,0,0,1,494,431,1,1,0,0,8,16118305,0,1
11506,123056,0,0,1,0,484,419,1,1,0,0,16,12305603,0,1
21129,203452,1,0,1,1,468,416,0,1,0,0,5,20345204,0,1
17301,244745,1,1,1,0,489,437,0,0,0,0,5,24474501,0,0
14526,264945,0,0,0,0,513,450,0,0,0,1,8,26494505,1,1
15304,252885,0,1,0,1,454,414,1,1,0,0,5,25288503,0,1
14992,201449,1,0,0,0,473,465,0,1,0,0,7,20144904,1,1
10803,215533,0,0,1,1,418,393,1,1,0,0,0,21553306,0,1
21441,234628,1,0,0,0,444,402,0,1,0,0,9,23462803,1,1
21313,244806,0,1,1,1,444,453,1,0,1,0,12,24480604,0,0
18959,225585,1,0,0,1,463,428,0,1,0,0,13,22558504,1,1
14161,244799,0,1,0,0,489,465,1,0,0,0,6,24479904,0,1
21220,208501,0,0,0,0,559,439,0,1,0,1,5,20850104,0,1
13820,244801,0,1,1,0,439,411,0,0,0,1,20,24480104,1,1
14780,159171,0,0,1,0,576,514,1,1,0,0,10,15917103,0,1
17715,259915,1,0,1,0,459,403,0,1,0,0,15,25991502,0,1
13268,264945,0,0,0,0,528,480,0,0,0,1,8,26494505,1,1
17138,257905,1,0,1,1,484,455,0,0,1,0,11,25790507,0,1
14431,244806,0,1,1,1,547,447,0,0,1,1,11,24480607,0,1
15977,244818,0,0,0,0,500,453,1,0,1,0,9,24481804,0,0
10899,193422,1,0,0,1,459,443,0,1,0,0,9,19342201,0,1
16841,128079,0,0,1,0,399,386,1,1,0,0,8,12807901,0,1
13280,112038,1,1,1,0,500,419,0,0,1,0,17,11203803,0,1
17243,112038,0,0,0,1,412,402,0,0,1,1,12,11203801,1,1
11433,244796,0,1,1,1,468,419,1,0,1,0,11,24479602,1,0
14720,205492,1,1,1,1,463,413,0,0,0,0,0,20549201,0,1
17405,203452,1,0,1,0,429,419,0,1,0,0,5,20345204,0,1
16480,164198,1,0,0,1,459,413,0,1,0,0,13,16419801,1,1
16235,205489,1,0,0,0,484,403,0,0,0,0,3,20548903,0,1
12010,209510,1,0,0,0,418,411,0,1,0,0,3,20951002,0,1
15863,205492,1,1,1,0,454,434,0,0,0,0,0,20549201,0,1
12720,193423,0,0,1,1,576,458,1,1,0,0,13,19342304,1,1
14452,244780,0,1,1,1,559,437,1,0,1,0,10,24478002,0,0
13730,244764,0,1,0,1,602,465,0,0,1,1,13,24476402,1,0
17341,128079,0,1,1,1,439,424,1,1,0,0,8,12807901,0,1
20600,173312,0,1,0,1,434,437,1,1,0,0,11,17331202,1,1
13426,244723,0,1,0,1,494,439,0,0,1,1,1,24472303,0,0
19017,244796,1,1,1,1,478,456,0,0,1,0,3,24479604,0,0
11179,244776,1,1,1,1,468,450,0,0,1,0,10,24477606,1,0
14205,209510,0,0,1,1,463,434,0,1,0,1,15,20951005,0,1
17597,257899,0,0,0,0,463,421,0,1,0,1,8,25789903,0,1
16355,244723,1,1,1,1,429,402,0,0,1,0,17,24472301,1,1
14461,128076,0,0,1,0,473,414,0,0,0,1,0,12807601,0,1
11453,244801,1,0,1,0,528,448,0,0,0,0,8,24480103,0,0
20250,173312,0,0,0,1,449,463,1,1,0,0,11,17331202,1,1
21460,164198,0,0,0,0,513,468,1,1,0,0,4,16419803,1,1
12246,169280,0,0,1,1,375,388,0,0,0,1,12,16928001,1,1
20252,168211,1,0,0,0,559,434,0,1,0,0,14,16821105,0,1
18839,262937,0,0,0,0,468,440,0,0,0,1,8,26293704,1,1
14331,244776,1,1,0,1,449,430,0,0,1,0,5,24477603,0,0
18729,208503,0,0,0,1,449,419,0,1,0,1,8,20850302,1,1
15670,257905,1,1,0,0,459,443,0,0,1,0,14,25790505,0,1
14421,257905,1,0,0,1,444,437,0,0,1,0,11,25790507,0,1
16713,189378,0,0,1,0,454,414,1,1,0,0,17,18937801,1,1
